nr_qubits,exp_type 1,exp_type 2,backend 1,backend 2,circuit 1,circuit 2,corr avg,cosine d,manhatt d,mse,euclidean d
16,Hardware,Hardware,brisbane,brisbane,1,2,0.9999944459702537,5.553690721860072e-06,0.4584978695435346,1.1107427015170947e-05,0.0033327738556071964
16,Hardware,Hardware,torino,torino,1,2,0.9999423269911919,5.766951884067506e-05,0.24420498563937967,0.00015699426943110845,0.010739601379467415
16,Hardware,Hardware,fez,fez,1,2,0.9999713556816123,2.8642833519110233e-05,0.09960096338136078,6.279261815817094e-05,0.007568729556478926
16,Hardware,Hardware,marrakesh,marrakesh,1,2,0.9999281941022251,7.180167818099381e-05,0.11668690195401833,0.00018640727273314155,0.011983461786656827
16,Hardware,Hardware,brisbane,brisbane,1,3,0.9999613406198478,3.865702072747279e-05,1.1206893388654375,7.731744295685829e-05,0.008792840358698052
16,Hardware,Hardware,torino,torino,1,3,0.9980994678520927,0.0019004170514763663,1.2991864723579656,0.03656267310463257,0.06165090512760805
16,Hardware,Hardware,fez,fez,1,3,0.9249464189309445,0.07504953001697423,1.5884418060171657,0.20039995239034025,0.3874261994677476
16,Hardware,Hardware,marrakesh,marrakesh,1,3,0.9831544975126781,0.016844502994674992,1.4961821926025327,1.405698750754579,0.1835456509683764
16,Hardware,Hardware,brisbane,brisbane,2,3,0.9999628672918861,3.7130441860711016e-05,1.106073390479272,7.426508172580976e-05,0.008617475491050526
16,Hardware,Hardware,torino,torino,2,3,0.9981427621153665,0.0018571253820158784,1.292818354316537,0.039317633067270735,0.06094465328585985
16,Hardware,Hardware,fez,fez,2,3,0.9251013942447619,0.07489456159666985,1.5962837417237707,0.1987774027637007,0.38702599808464355
16,Hardware,Hardware,marrakesh,marrakesh,2,3,0.9838569605561464,0.016142080828764227,1.4907291951663586,1.4364708550395566,0.17967793870584667
16,Simulated,Simulated,brisbane,brisbane,1,2,0.9889548613912746,0.011044493039786496,0.6784384166047142,0.022015574893752398,0.14862363903368989
16,Simulated,Simulated,torino,torino,1,2,0.9140647511143222,0.085930563432294,1.3187639338302048,0.20525879926759077,0.41456136682594147
16,Simulated,Simulated,fez,fez,1,2,0.9406633812335767,0.0593334213749499,0.9458241317195377,0.11811159052749463,0.34448054045170695
16,Simulated,Simulated,marrakesh,marrakesh,1,2,0.9995356246769469,0.00046434931521677214,0.08096791938296193,0.0014153341946817003,0.030474557099900823
16,Simulated,Simulated,brisbane,brisbane,1,3,0.9864859626969417,0.013513255225896748,0.7982565201343326,0.3961628170040369,0.16439741619566875
16,Simulated,Simulated,torino,torino,1,3,0.9474357208606339,0.05256137224725155,1.0861887283900789,0.38012365059449665,0.32422637846804675
16,Simulated,Simulated,fez,fez,1,3,0.9317593781400758,0.0682369149419666,1.0767827444218003,0.7293298478498835,0.36942364553982143
16,Simulated,Simulated,marrakesh,marrakesh,1,3,0.9753092779615552,0.02468932929684975,0.7404538976890153,0.34012005352945235,0.22221309275940634
16,Simulated,Simulated,brisbane,brisbane,2,3,0.9854337577795523,0.014565395979458384,0.9055700201104019,0.39508169725278436,0.17067745005987023
16,Simulated,Simulated,torino,torino,2,3,0.9731645287066089,0.026833980110862132,0.7543972792115724,0.40871618468157345,0.2316634632861337
16,Simulated,Simulated,fez,fez,2,3,0.9345976464364422,0.06539880232628137,1.1670600882755107,0.7272211371738461,0.3616595148099424
16,Simulated,Simulated,marrakesh,marrakesh,2,3,0.9784675352549834,0.021531247106782336,0.6882594097194848,0.34745346994092857,0.2075150457522694
16,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,2,0.9919273329142295,0.008072190687885117,0.6203824099355304,0.0296462177391868,0.12706054216704313
16,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,2,0.9634227921023378,0.03657520145320703,0.8583686660693748,0.12620141690999476,0.2704633115718629
16,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,2,0.8999057010589216,0.10008903913856992,1.179144073783249,0.2895468839497122,0.4474126487674867
16,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,2,0.8253581399835713,0.17463388999624985,1.5122392410684629,3.3560747085731695,0.5909888154546581
16,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,1,3,0.9853144328222913,0.014684720615310898,0.8353659625796285,0.2843202505344847,0.17137514764577627
16,Refreshed_Simulated,Refreshed_Simulated,torino,torino,1,3,0.9424955332640916,0.057501291090886864,1.086145854134536,0.3913492273805437,0.33912030635421286
16,Refreshed_Simulated,Refreshed_Simulated,fez,fez,1,3,0.7814125783943641,0.2185776504540109,1.4663422729224402,0.41741717858838795,0.6611772084003057
16,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,1,3,0.8808612732505495,0.1191326472701092,1.20555297727821,0.5483320693089124,0.48812426137226395
16,Refreshed_Simulated,Refreshed_Simulated,brisbane,brisbane,2,3,0.9851818865174982,0.014817259246077352,0.8352455511360275,0.3340858798686278,0.17214679344146017
16,Refreshed_Simulated,Refreshed_Simulated,torino,torino,2,3,0.9573214249326886,0.04267619641745901,1.082100357030156,0.4576164822291192,0.292151318386411
16,Refreshed_Simulated,Refreshed_Simulated,fez,fez,2,3,0.7899671963280211,0.21002337097382917,1.454510719198873,0.3760201518674616,0.6481101310330344
16,Refreshed_Simulated,Refreshed_Simulated,marrakesh,marrakesh,2,3,0.8656359689623003,0.13435791648626227,1.3586035512565542,0.8047595205234389,0.5183780791782436
